14,sold GM year last vehicles million 2.8 States United million 9.7 globally 
15,May 21 2014 says GM recalling it is cars older 284,000 than more of hazard a bringing recalls U.S. Chevrolet small States United potential fire automaker the vehicles 29 million almost markets other year this 13.8 
