8,good news The is at least as Street Main good enough analyst Citigroup encouraging to automotive says Michaeli be holding share GM is called what U.S. market he range the maybe % 17.9 mid-to-high % 17 down 2013 
8,says fact suggest trends recent vehicle the average selling GM is costs more dol 3,000 than time this year last 
