the,his,second,eighth,many,games,homer,right,two,drive,belting,out,pedro,strop,when,connected,ahead,bryant,
the,third,denard,game,fielder,hit,center,span,reach,pitch,rookie,inning,continued,outs,his,that,extended,
two,tie,snap,days,eighth,inning,
season,kris,bottom,seventh,cubs,homer,
home,run,
