san,diego,last,week,career,first,his,shutout,four,hits,off,
seven,innings,run,allowing,each,outings,hendricks,one,dominant,starts,jordan,washington,zimmermann,kyle,
the,starts,long,strong,kyle,five,past,outings,this,season,nine,seventh,fourth,time,no-decision,right-hander,also,starting,his,one,
chance,that,would,there,god,double,two,plays,started,six,assists,which,second,flawless,went,pitcher,kyle,
away,hendricks,sinker,desmond,stayed,that,included,base,scoreboard,strong,zimmermann,
