away,seven,innings,one,run,allowing,each,zimmermann,kyle,sinker,that,started,second,hendricks,starts,jordan,
the,strong,outings,long,starts,kyle,five,past,this,season,nine,seventh,fourth,time,no-decision,right-hander,his,zimmermann,
chance,that,would,there,god,double,two,plays,six,assists,which,included,flawless,base,starting,hendricks,
scoreboard,went,also,pitcher,hendricks,the,dominant,starts,washington,
san,diego,last,week,career,first,his,shutout,four,hits,off,desmond,stayed,
