the,games,sixth,east-leading,just,time,nationals,lost,six,
strong,seven,innings,one,run,starts,long,hendricks,kyle,allowing,each,jordan,zimmermann,chicago,outings,homer,the,dominant,
the,ninth,clutch,night,cubs,season,fifth,pitch,feel,getting,couple,also,first,his,innings,
the,bat,ryan,zimmerman,first,middle,ground,ball,his,best,nationals,
russell,swing,tuesday,solid,start,second,base,out,feet,got,dove,zimmerman,his,lost,zimmermann,chicago,
