the,many,games,homer,right,two,drive,belting,eighth,out,strop,when,connected,ahead,his,cubs,second,pedro,third,inning,
the,game,third,denard,fielder,hit,center,span,pitch,rookie,inning,his,reach,continued,run,second,that,extended,
two,outs,tie,home,days,second,eighth,denard,
the,season,bryant,bottom,snap,homer,eighth,his,
kris,seventh,pedro,the,
