grace,one-out,single,chris,the,rally,herrera,grounder,potential,while,huge,before,caught,second,matt,good,winning,
play,turn,desmond,threw,second,winning,
the,ninth,two,outs,unearned,chicago,run,loss,thank,took,inning,bottom,matt,game,down,grace,winning,
jonathan,double,ian,trying,wide,shortstop,when,break,the,
that,count,n_t,was,first,cubs,good,
