hit,the,inning,win,are,n_t,baez,night,young,bottom,mammoth,bryant,reporter,chicago,
the,chicago,tuesday,washington,nationals,cubs,hjesse,eventual,bryce,growing,stars,two,walk-off,rapidly,rogers,capping,kris,bryant,ball,landed,
cubs,either,ruling,prospect,soon,outfield,n_t,moving,young,addison,russell,best,improving,off,game,hjesse,the,
most,exciting,each,other,out,but,anytime,first,career,his,bottom,game-tying,seeing,where,
his,team,eighth,home,kris,rookie,run,cubs,harper,baseball,javier,play,game-tying,bryant,quite,was,sure,
