the,games,sixth,east-leading,just,time,nationals,lost,six,swing,
the,ninth,clutch,night,tuesday,cubs,feel,getting,ryan,first,middle,ground,ball,best,nationals,lost,innings,zimmermann,
russell,his,solid,start,season,homer,pitch,second,base,out,feet,got,dove,chicago,
the,starts,zimmerman,long,hendricks,strong,fifth,couple,bat,first,his,dominant,
seven,innings,one,run,kyle,allowing,each,jordan,zimmermann,chicago,outings,also,strong,
