some,john,there,always,his,gen,iii,part,
will,top,hesterman,setbacks,have,statement,saudi,would,program,u.s,this,
air,qatar,expeditionary,bombs,guided,assemble,may,the,
bomber,force,arabia,sites,that,extend,syrian,rebels,training,the,
the,allied,this,fight,difficult,headquarters,commander,al-udeid,wing,munitions,support,team,members,originally,turkey,jordan,u.s,earlier,air,
