1.txt,14.79773557,1.txt,12.5154379,1.txt,12.76943392,1.txt,12.53537334,1.txt,12.77212755,1.txt,11.77679184,1.txt,11.13225803,1.txt,10.98473484,1.txt,9.773797755
2.txt,4.65541138,2.txt,3.905693848,2.txt,3.436171103,2.txt,2.402097336,2.txt,1.950112212,2.txt,1.950112212,2.txt,0.916038445,2.txt,-0.017789908,2.txt,-0.490394319
3.txt,11.6920093,3.txt,11.06126537,3.txt,10.84690151,3.txt,9.800311106,3.txt,10.89756378,3.txt,9.117936808,3.txt,7.114181627,3.txt,5.180444169,3.txt,3.550975032
5.txt,27.0246025,5.txt,23.34542512,5.txt,22.3863659,5.txt,22.0737707,5.txt,19.99347883,5.txt,18.67294166,5.txt,17.38632941,5.txt,15.51022365,5.txt,12.48131256
6.txt,12.91815911,6.txt,12.71563485,6.txt,10.39476621,6.txt,8.444401715,6.txt,8.403327433,6.txt,7.65079027,6.txt,7.65079027,6.txt,5.397059646,6.txt,5.262995725
8.txt,21.57556215,8.txt,20.76129733,8.txt,20.68582522,8.txt,19.6971189,8.txt,18.94054468,8.txt,16.96592847,8.txt,15.61677366,8.txt,15.06712144,8.txt,13.25359766
11.txt,18.41947291,11.txt,16.07119387,11.txt,16.74863038,11.txt,15.42144944,11.txt,15.04420121,11.txt,13.45003077,11.txt,12.36003622,11.txt,12.15391979,11.txt,7.840036774
12.txt,11.84614866,12.txt,8.12383246,12.txt,7.01565072,12.txt,6.739686121,12.txt,7.011619837,12.txt,6.500794213,12.txt,6.318472656,12.txt,4.042097694,12.txt,2.266674644
15.txt,18.24640911,15.txt,15.44775517,15.txt,14.80420967,15.txt,14.73778574,15.txt,14.08307445,15.txt,12.26487678,15.txt,9.872096607,15.txt,9.432766985,15.txt,6.206167161
16.txt,8.105589883,16.txt,6.581309779,16.txt,5.318977359,16.txt,4.045012183,16.txt,4.081379827,16.txt,1.690681821,16.txt,0.407147194,16.txt,0.438399738,16.txt,-0.993839835
17.txt,6.808644424,17.txt,4.978901866,17.txt,4.856003729,17.txt,4.673682173,17.txt,4.162856549,17.txt,2.686950029,17.txt,1.618778766,17.txt,1.763359995,17.txt,1.272965676
19.txt,10.05886984,19.txt,9.387491507,19.txt,8.519420377,19.txt,7.544373733,19.txt,8.032384679,19.txt,6.847692045,19.txt,6.702795891,19.txt,5.441948804,19.txt,3.359677883
21.txt,7.511636783,21.txt,7.069703342,21.txt,5.8440692,21.txt,4.981299806,21.txt,5.526647428,21.txt,4.898038768,21.txt,5.123662205,21.txt,4.361180331,21.txt,3.173538804
23.txt,7.279930724,23.txt,7.39184864,23.txt,7.698921902,23.txt,7.824085045,23.txt,8.078857759,23.txt,7.222984022,23.txt,6.785312878,23.txt,3.849232622,23.txt,2.800058286
24.txt,-0.734968675,24.txt,0.055758833,24.txt,0.661894637,24.txt,1.326870941,24.txt,1.991847244,24.txt,1.48102162,24.txt,2.145997924,24.txt,1.61763468,24.txt,1.240340448
