degrees,temperatures,week,people,pradesh,which,southern,hyderabad,victims,monday,last,have,south,stroke,number,when,increased,day,forecast,water,
celsius,weekend,hit,have,outside,swept,lives,claiming,tuesday,toll,that,andhra,heatwave,particularly,
the,pradesh,people,has,last,deaths,heat,telangana,andhra,borders,capital,where,died,usdol,families,aid,packages,hit,week,have,
worst-hit,were,south,state,
sun,drink,hat,not,service,other,public,announcements,commissioner,prakasam,sweeping,wave,death,officials,india,people,telangana,
