1.txt,11.7,,11.4,,11.1,,10.8,,10.5,,10.2,,9.9,,9.6,,9.3,,9,12
2.txt,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,9
5.txt,12.9,,12.8,,12.7,,12.6,,12.5,,12.4,,12.3,,12.2,,12.1,,12,13
6.txt,6.7,,6.4,,6.1,,5.8,,5.5,,5.2,,4.9,,4.6,,4.3,,4,7
7.txt,4.1,,4.2,,4.3,,4.4,,4.5,,4.6,,4.7,,4.8,,4.9,,5,4
8.txt,13.6,,13.2,,12.8,,12.4,,12,,11.6,,11.2,,10.8,,10.4,,10,14
9.txt,16.4,,15.8,,15.2,,14.6,,14,,13.4,,12.8,,12.2,,11.6,,11,17
11.txt,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,7
