1.txt,49.6,45.2,40.8,36.4,32,27.6,23.2,18.8,14.4,,10,54
2.txt,10.7,10.4,10.1,9.8,9.5,9.2,8.9,8.6,8.3,,8,11
3.txt,10,10,10,10,10,10,10,10,10,,10,10
4.txt,10.9,10.8,10.7,10.6,10.5,10.4,10.3,10.2,10.1,,10,11
5.txt,9.2,9.4,9.6,9.8,10,10.2,10.4,10.6,10.8,,11,9
6.txt,7.4,7.8,8.2,8.6,9,9.4,9.8,10.2,10.6,,11,7
7.txt,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,,7,6
9.txt,7,7,7,7,7,7,7,7,7,,7,7
