the,was,department,police,angeles,who,son,federal,investigators,lying,june,scene,crime,death,suspect,time,after,named,former,ended,
shooting,pomona,connection,off-duty,texas,paso,father,two-month,search,accused,
los,the,his,angeles,whereabouts,charged,followed,left,evidence,worked,case,now-former,disappeared,police,former,father,foot,mexico,chase,man,
suspected,drove,cnn,another,man,written,tuesday,story,
officer,attorney,solis,chihuahua,general,that,where,california,homicide,police,bar,fight,arrest,announced,
