verrilli,tuesday,operating,smartphone,its,oracle,other,donald,case,issue,distinguishes,interface,general,
supreme,court,the,entitled,argument,android,system,java,design,used,u.s,company,appeal,should,which,api,
not,reviewed,copyright,oracle,wide,computer,court,
code,google,case,did,programming,filing,general,solicitor,
the,need,merit,lacks,protection,that,technology,industry,implications,not,materially,donald,application,which,copyrightable,solicitor,
