own,lechner,can,his,political,sanders,
that,would,his,politics,govern,someone,burlington,example,cite,has,
never,kitsch,created,was,him,build,suits,texas,
dream,explained,entrepreneurial,activists,something,campaign,doubts,representative,movement,septuagenarian,
paul,bernie,she,have,would,brainstormed,whenever,baggy,ron,defiantly,another,
