the,election,voters,takes,post,byron,politics,economy,political,presidential,left,his,bid,burlington,may,
case,mean,nation,him,liberals,bernie,sen,tuesday,photo_andy,wednesday,may,
clinton,her,bernie,general,now,hurt,position,likely,demographic,social,shifts,bet,washington,this,advance,join,pitch,
sanders,hillary,pulling,leftward,revolution,left,rodham,off,vermont,challenging,kicked,
that,next,year,independent,moderate,making,left-leaning,would,approach,transform,clinton,posted,
