daughter,case,dutton,the,terrorists,who,those,foreign,fighters,considering,need,highlights,minister,morning,immigration,allowed,deserved,and,what,comment,
his,special,would,treated,only,two,had,seen,minister,come,just,nick,that,eleanor,grandchildren,daughter,nettleton,
the,media,grandchildren,his,world,nettleton,not,them,have,revoke,retreated,say,this,syria,khaled,sharrouf,following,again,home,are,
children,had,wednesday,ministerial,immigration,home,hall,social,return,today,
nettelton,met,more,than,decade,wednesday,supported,citizenship,discretion,whether,said,pack,asked,this,
